y4_hhid,region,district,ward,village,region_name,district_name,ward_name,village_name,ea,clusterid,occ,plotnum,plot_area,wardtype,clustertype,lat_modified,lon_modified
1650-001,DAR ES SALAAM,3,142,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,SABASABA,112,70314202112,1,,,urban,urban,-6.874451213,39.27469215
1646-001,DAR ES SALAAM,3,142,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,SABASABA,112,70314202112,1,,,urban,urban,-6.874451213,39.27469215
1647-001,DAR ES SALAAM,3,142,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,SABASABA,112,70314202112,1,,,urban,urban,-6.874451213,39.27469215
1648-001,DAR ES SALAAM,3,142,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,SABASABA,112,70314202112,1,,,urban,urban,-6.874451213,39.27469215
1649-001,DAR ES SALAAM,3,142,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,SABASABA,112,70314202112,1,,,urban,urban,-6.874451213,39.27469215
1654-001,DAR ES SALAAM,3,142,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,SABASABA,112,70314202112,1,,,urban,urban,-6.874451213,39.27469215
1667-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,1,,,urban,urban,-6.883331978,39.2760157
1676-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,1,,,urban,urban,-6.883331978,39.2760157
1671-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,1,,,urban,urban,-6.883331978,39.2760157
1666-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,1,,,urban,urban,-6.883331978,39.2760157
1665-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,3,M3,0.800000012,urban,urban,-6.883331978,39.2760157
1669-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,1,,,urban,urban,-6.883331978,39.2760157
1673-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,1,,,urban,urban,-6.883331978,39.2760157
1665-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,1,M1,0.800000012,urban,urban,-6.883331978,39.2760157
1665-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,2,M2,1,urban,urban,-6.883331978,39.2760157
1668-001,DAR ES SALAAM,3,172,4,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MBUYUNI,24,70317204024,1,,,urban,urban,-6.883331978,39.2760157
5658-001,DAR ES SALAAM,3,182,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAGURUWE,32,70318202032,1,,,urban,urban,-6.870724857,39.25845114
5655-001,DAR ES SALAAM,3,182,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAGURUWE,32,70318202032,1,,,urban,urban,-6.870724857,39.25845114
5659-001,DAR ES SALAAM,3,182,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAGURUWE,32,70318202032,1,,,urban,urban,-6.870724857,39.25845114
5657-001,DAR ES SALAAM,3,182,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAGURUWE,32,70318202032,1,,,urban,urban,-6.870724857,39.25845114
5661-001,DAR ES SALAAM,3,182,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAGURUWE,32,70318202032,1,,,urban,urban,-6.870724857,39.25845114
5664-001,DAR ES SALAAM,3,182,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAGURUWE,32,70318202032,1,,,urban,urban,-6.870724857,39.25845114
5663-001,DAR ES SALAAM,3,182,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAGURUWE,32,70318202032,1,,,urban,urban,-6.870724857,39.25845114
5662-001,DAR ES SALAAM,3,182,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAGURUWE,32,70318202032,1,,,urban,urban,-6.870724857,39.25845114
1694-001,DAR ES SALAAM,3,192,6,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MKWINDA,3,70319206003,1,,,urban,urban,-6.841311139,39.25737969
1684-001,DAR ES SALAAM,3,192,6,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MKWINDA,3,70319206003,1,,,urban,urban,-6.841311139,39.25737969
1693-001,DAR ES SALAAM,3,192,6,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MKWINDA,3,70319206003,1,,,urban,urban,-6.841311139,39.25737969
1685-001,DAR ES SALAAM,3,192,6,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MKWINDA,3,70319206003,1,,,urban,urban,-6.841311139,39.25737969
1691-001,DAR ES SALAAM,3,192,6,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MKWINDA,3,70319206003,1,,,urban,urban,-6.841311139,39.25737969
1690-001,DAR ES SALAAM,3,192,6,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MKWINDA,3,70319206003,1,,,urban,urban,-6.841311139,39.25737969
1688-001,DAR ES SALAAM,3,192,6,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MKWINDA,3,70319206003,1,,,urban,urban,-6.841311139,39.25737969
1687-001,DAR ES SALAAM,3,192,6,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MKWINDA,3,70319206003,1,,,urban,urban,-6.841311139,39.25737969
5678-001,DAR ES SALAAM,3,212,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAKUKA,18,70321202018,1,,,urban,urban,-6.898044243,39.28848393
5677-001,DAR ES SALAAM,3,212,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAKUKA,18,70321202018,1,,,urban,urban,-6.898044243,39.28848393
5684-001,DAR ES SALAAM,3,212,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAKUKA,18,70321202018,1,,,urban,urban,-6.898044243,39.28848393
5676-001,DAR ES SALAAM,3,212,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAKUKA,18,70321202018,1,,,urban,urban,-6.898044243,39.28848393
5675-001,DAR ES SALAAM,3,212,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAKUKA,18,70321202018,1,,,urban,urban,-6.898044243,39.28848393
5674-001,DAR ES SALAAM,3,212,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAKUKA,18,70321202018,1,,,urban,urban,-6.898044243,39.28848393
5679-001,DAR ES SALAAM,3,212,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAKUKA,18,70321202018,1,,,urban,urban,-6.898044243,39.28848393
5680-001,DAR ES SALAAM,3,212,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAKUKA,18,70321202018,1,,,urban,urban,-6.898044243,39.28848393
1703-001,DAR ES SALAAM,3,212,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI B,89,70321205089,1,,,urban,urban,-6.908105657,39.26468628
1710-001,DAR ES SALAAM,3,212,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI B,89,70321205089,1,M1,2,urban,urban,-6.908105657,39.26468628
1704-001,DAR ES SALAAM,3,212,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI B,89,70321205089,1,,,urban,urban,-6.908105657,39.26468628
1707-001,DAR ES SALAAM,3,212,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI B,89,70321205089,1,,,urban,urban,-6.908105657,39.26468628
1705-001,DAR ES SALAAM,3,212,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI B,89,70321205089,1,,,urban,urban,-6.908105657,39.26468628
1708-001,DAR ES SALAAM,3,212,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI B,89,70321205089,1,,,urban,urban,-6.908105657,39.26468628
1709-001,DAR ES SALAAM,3,212,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI B,89,70321205089,1,,,urban,urban,-6.908105657,39.26468628
1706-001,DAR ES SALAAM,3,212,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI B,89,70321205089,1,,,urban,urban,-6.908105657,39.26468628
5695-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,3,M3,1,urban,urban,-7.102633247,39.52852
5693-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,4,M4,0.699999988,urban,urban,-7.102633247,39.52852
5698-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,2,M2,2.5,urban,urban,-7.102633247,39.52852
5693-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,1,M1,0.129999995,urban,urban,-7.102633247,39.52852
5693-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,3,M3,0.270000011,urban,urban,-7.102633247,39.52852
5698-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,1,M1,0.100000001,urban,urban,-7.102633247,39.52852
5696-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,1,M1,2.220000029,urban,urban,-7.102633247,39.52852
5695-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,2,M2,2,urban,urban,-7.102633247,39.52852
5699-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,1,M1,10.32999992,urban,urban,-7.102633247,39.52852
5693-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,2,M2,0.150000006,urban,urban,-7.102633247,39.52852
5697-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,1,M1,0.99000001,urban,urban,-7.102633247,39.52852
5700-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,1,M1,4.199999809,urban,urban,-7.102633247,39.52852
5695-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,1,M1,4.260000229,urban,urban,-7.102633247,39.52852
5694-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,1,,,urban,urban,-7.102633247,39.52852
5697-001,DAR ES SALAAM,3,232,7,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,CHAMBEWA,2,70323207002,2,M2,0.280000001,urban,urban,-7.102633247,39.52852
1725-001,DAR ES SALAAM,3,262,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MISHENI,27,70326201027,1,,,urban,urban,-6.878639858,39.27815447
1726-001,DAR ES SALAAM,3,262,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MISHENI,27,70326201027,1,,,urban,urban,-6.878639858,39.27815447
1729-001,DAR ES SALAAM,3,262,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MISHENI,27,70326201027,1,,,urban,urban,-6.878639858,39.27815447
1723-001,DAR ES SALAAM,3,262,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MISHENI,27,70326201027,1,,,urban,urban,-6.878639858,39.27815447
1724-001,DAR ES SALAAM,3,262,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MISHENI,27,70326201027,1,,,urban,urban,-6.878639858,39.27815447
1733-001,DAR ES SALAAM,3,262,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MISHENI,27,70326201027,1,,,urban,urban,-6.878639858,39.27815447
1728-001,DAR ES SALAAM,3,262,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MISHENI,27,70326201027,1,,,urban,urban,-6.878639858,39.27815447
1732-001,DAR ES SALAAM,3,262,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MISHENI,27,70326201027,1,,,urban,urban,-6.878639858,39.27815447
5719-001,DAR ES SALAAM,3,272,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAJIMATITU A,7,70327201007,1,M1,0.100000001,urban,urban,-6.933634013,39.25950414
5718-001,DAR ES SALAAM,3,272,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAJIMATITU A,7,70327201007,1,,,urban,urban,-6.933634013,39.25950414
5714-001,DAR ES SALAAM,3,272,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAJIMATITU A,7,70327201007,1,,,urban,urban,-6.933634013,39.25950414
5716-001,DAR ES SALAAM,3,272,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAJIMATITU A,7,70327201007,1,,,urban,urban,-6.933634013,39.25950414
5715-001,DAR ES SALAAM,3,272,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAJIMATITU A,7,70327201007,1,,,urban,urban,-6.933634013,39.25950414
5720-001,DAR ES SALAAM,3,272,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAJIMATITU A,7,70327201007,1,,,urban,urban,-6.933634013,39.25950414
5717-001,DAR ES SALAAM,3,272,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAJIMATITU A,7,70327201007,1,,,urban,urban,-6.933634013,39.25950414
5712-001,DAR ES SALAAM,3,272,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAJIMATITU A,7,70327201007,1,,,urban,urban,-6.933634013,39.25950414
1747-001,DAR ES SALAAM,3,272,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI A,43,70327205043,1,,,urban,urban,-6.904069735,39.28522294
1746-001,DAR ES SALAAM,3,272,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI A,43,70327205043,1,M1,0,urban,urban,-6.904069735,39.28522294
1748-001,DAR ES SALAAM,3,272,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI A,43,70327205043,1,,,urban,urban,-6.904069735,39.28522294
1741-001,DAR ES SALAAM,3,272,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI A,43,70327205043,1,,,urban,urban,-6.904069735,39.28522294
1745-001,DAR ES SALAAM,3,272,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI A,43,70327205043,1,,,urban,urban,-6.904069735,39.28522294
1744-001,DAR ES SALAAM,3,272,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI A,43,70327205043,1,M1,0,urban,urban,-6.904069735,39.28522294
1749-001,DAR ES SALAAM,3,272,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI A,43,70327205043,1,,,urban,urban,-6.904069735,39.28522294
1744-001,DAR ES SALAAM,3,272,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI A,43,70327205043,2,M2,1,urban,urban,-6.904069735,39.28522294
1743-001,DAR ES SALAAM,3,272,5,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KIBONDEMAJI A,43,70327205043,1,,,urban,urban,-6.904069735,39.28522294
5732-001,DAR ES SALAAM,3,282,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KINGUNGI,108,70328202108,1,,,urban,urban,-6.90320619,39.24613424
5733-001,DAR ES SALAAM,3,282,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KINGUNGI,108,70328202108,1,,,urban,urban,-6.90320619,39.24613424
5735-001,DAR ES SALAAM,3,282,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KINGUNGI,108,70328202108,1,,,urban,urban,-6.90320619,39.24613424
5739-001,DAR ES SALAAM,3,282,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KINGUNGI,108,70328202108,1,M1,5,urban,urban,-6.90320619,39.24613424
5737-001,DAR ES SALAAM,3,282,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KINGUNGI,108,70328202108,1,,,urban,urban,-6.90320619,39.24613424
5736-001,DAR ES SALAAM,3,282,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KINGUNGI,108,70328202108,1,,,urban,urban,-6.90320619,39.24613424
5738-001,DAR ES SALAAM,3,282,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KINGUNGI,108,70328202108,1,,,urban,urban,-6.90320619,39.24613424
5734-001,DAR ES SALAAM,3,282,2,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KINGUNGI,108,70328202108,1,,,urban,urban,-6.90320619,39.24613424
1771-001,DAR ES SALAAM,3,292,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MASHINE YA MAJI,20,70329201020,1,,,urban,urban,-6.893275794,39.26270935
1762-001,DAR ES SALAAM,3,292,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MASHINE YA MAJI,20,70329201020,1,,,urban,urban,-6.893275794,39.26270935
1765-001,DAR ES SALAAM,3,292,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MASHINE YA MAJI,20,70329201020,1,M1,0.25,urban,urban,-6.893275794,39.26270935
1766-001,DAR ES SALAAM,3,292,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MASHINE YA MAJI,20,70329201020,1,M1,0.469999999,urban,urban,-6.893275794,39.26270935
1768-001,DAR ES SALAAM,3,292,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MASHINE YA MAJI,20,70329201020,2,M2,0.860000014,urban,urban,-6.893275794,39.26270935
1768-001,DAR ES SALAAM,3,292,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MASHINE YA MAJI,20,70329201020,1,M1,0.330000013,urban,urban,-6.893275794,39.26270935
1764-001,DAR ES SALAAM,3,292,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MASHINE YA MAJI,20,70329201020,1,M1,0.01,urban,urban,-6.893275794,39.26270935
1763-001,DAR ES SALAAM,3,292,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MASHINE YA MAJI,20,70329201020,1,,,urban,urban,-6.893275794,39.26270935
1761-001,DAR ES SALAAM,3,292,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MASHINE YA MAJI,20,70329201020,1,,,urban,urban,-6.893275794,39.26270935
5752-001,DAR ES SALAAM,3,302,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KILAKALA,48,70330201048,1,,,urban,urban,-6.875384247,39.25025768
5751-001,DAR ES SALAAM,3,302,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KILAKALA,48,70330201048,1,M1,0.300000012,urban,urban,-6.875384247,39.25025768
5756-001,DAR ES SALAAM,3,302,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KILAKALA,48,70330201048,1,,,urban,urban,-6.875384247,39.25025768
5759-001,DAR ES SALAAM,3,302,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KILAKALA,48,70330201048,1,,,urban,urban,-6.875384247,39.25025768
5754-001,DAR ES SALAAM,3,302,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,MAHURUNGA,48,70330201048,1,,,urban,urban,-6.875384247,39.25025768
5755-001,DAR ES SALAAM,3,302,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KILAKALA,48,70330201048,1,,,urban,urban,-6.875384247,39.25025768
5750-001,DAR ES SALAAM,3,302,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KILAKALA,48,70330201048,1,,,urban,urban,-6.875384247,39.25025768
5757-001,DAR ES SALAAM,3,302,1,DAR ES SALAAM,TEMEKE,**CONFIDENTIAL**,KILAKALA,48,70330201048,1,,,urban,urban,-6.875384247,39.25025768
6913-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,1,M1,6.28000021,rural,rural,-8.541018188,39.24237401
6909-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,1,M1,3.849999905,rural,rural,-8.541018188,39.24237401
6916-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,2,M2,4,rural,rural,-8.541018188,39.24237401
6914-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,1,M1,12,rural,rural,-8.541018188,39.24237401
6911-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,1,M1,2.970000029,rural,rural,-8.541018188,39.24237401
6916-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,1,M1,6.269999981,rural,rural,-8.541018188,39.24237401
6914-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,2,M2,5,rural,rural,-8.541018188,39.24237401
6919-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,1,M1,5.28000021,rural,rural,-8.541018188,39.24237401
6911-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,2,M2,3,rural,rural,-8.541018188,39.24237401
6913-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,2,M2,3,rural,rural,-8.541018188,39.24237401
6909-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,2,M2,2,rural,rural,-8.541018188,39.24237401
6910-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,2,M2,2,rural,rural,-8.541018188,39.24237401
6915-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,1,M1,7.489999771,rural,rural,-8.541018188,39.24237401
6919-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,2,M2,2.5,rural,rural,-8.541018188,39.24237401
6910-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,1,M1,4.829999924,rural,rural,-8.541018188,39.24237401
6915-001,lindi,1,11,3,LINDI,KILWA,**CONFIDENTIAL**,MTANDANGO,1,80101103001,2,M2,3,rural,rural,-8.541018188,39.24237401
2845-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,2,M2,1.710000038,rural,rural,-9.60536198,39.48282787
2844-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,2,M2,33,rural,rural,-9.60536198,39.48282787
2850-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,1,M1,13.39999962,rural,rural,-9.60536198,39.48282787
2844-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,1,M1,9,rural,rural,-9.60536198,39.48282787
2846-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,2,M2,0.980000019,rural,rural,-9.60536198,39.48282787
2845-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,1,M1,2.839999914,rural,rural,-9.60536198,39.48282787
2844-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,3,M3,3,rural,rural,-9.60536198,39.48282787
2847-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,1,,,rural,rural,-9.60536198,39.48282787
2849-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,1,M1,6.050000191,rural,rural,-9.60536198,39.48282787
2848-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,1,M1,9.020000458,rural,rural,-9.60536198,39.48282787
2848-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,2,M2,5.329999924,rural,rural,-9.60536198,39.48282787
2849-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,2,M2,1.029999971,rural,rural,-9.60536198,39.48282787
2846-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,1,M1,3.369999886,rural,rural,-9.60536198,39.48282787
2843-001,lindi,1,131,2,LINDI,KILWA,**CONFIDENTIAL**,MBWEMKURU,2,80113102002,1,M1,2.700000048,rural,rural,-9.60536198,39.48282787
2864-001,lindi,1,183,2,LINDI,KILWA,**CONFIDENTIAL**,MAGENGENI,301,80118302301,1,,,mixed,urban,-8.75634557,39.41945437
2866-001,lindi,1,183,2,LINDI,KILWA,**CONFIDENTIAL**,MAGENGENI,301,80118302301,1,M1,2,mixed,urban,-8.75634557,39.41945437
2862-001,lindi,1,183,2,LINDI,KILWA,**CONFIDENTIAL**,MAGENGENI,301,80118302301,1,,,mixed,urban,-8.75634557,39.41945437
2868-001,lindi,1,183,2,LINDI,KILWA,**CONFIDENTIAL**,MAGENGENI,301,80118302301,1,,,mixed,urban,-8.75634557,39.41945437
2863-001,lindi,1,183,2,LINDI,KILWA,**CONFIDENTIAL**,MAGENGENI,301,80118302301,1,,,mixed,urban,-8.75634557,39.41945437
2867-001,lindi,1,183,2,LINDI,KILWA,**CONFIDENTIAL**,MAGENGENI,301,80118302301,2,M2,4,mixed,urban,-8.75634557,39.41945437
2865-001,lindi,1,183,2,LINDI,KILWA,**CONFIDENTIAL**,MAGENGENI,301,80118302301,1,,,mixed,urban,-8.75634557,39.41945437
2872-001,lindi,1,183,2,LINDI,KILWA,**CONFIDENTIAL**,MAGENGENI,301,80118302301,1,,,mixed,urban,-8.75634557,39.41945437
2867-001,lindi,1,183,2,LINDI,KILWA,**CONFIDENTIAL**,MAGENGENI,301,80118302301,1,M1,1.5,mixed,urban,-8.75634557,39.41945437
6933-001,lindi,2,31,1,LINDI,LINDI,**CONFIDENTIAL**,MCHINGA II,9,80203101009,1,M1,3,rural,rural,-9.631540436,39.71345967
6929-001,lindi,2,31,1,LINDI,LINDI,**CONFIDENTIAL**,MCHINGA II,9,80203101009,2,M2,0.400000006,rural,rural,-9.631540436,39.71345967
6930-001,lindi,2,31,1,LINDI,LINDI,**CONFIDENTIAL**,MCHINGA II,9,80203101009,2,M2,1,rural,rural,-9.631540436,39.71345967
